pet_id,species,size_class,age,weight,heart_rate,temperature,spo2,activity_index,steps,activity_ratio_3day,hr_deviation_pct,temp_deviation_c,label,label_name
422,dog,medium,0.21,28.67,119.2,38.91,89.5,1.039,27,0.389,19.0,-0.59,3,anomaly
133,cat,n/a,5.04,5.92,156.3,38.75,98.1,1.004,13,0.964,-0.4,-1.25,0,resting
180,cat,n/a,5.12,1.67,179.4,38.77,95.8,1.019,31,1.376,2.84,-1.23,0,resting
444,dog,toy,9.58,3.6,130.3,38.47,98.1,1.019,56,0.905,-0.76,-1.03,0,resting
412,dog,small,3.49,9.21,103.6,38.59,90.9,1.045,17,0.635,1.73,-0.91,3,anomaly
294,dog,medium,3.52,22.56,162.2,38.57,94.9,0.963,54,0.39,82.12,-0.93,3,anomaly
153,cat,n/a,1.05,6.11,236.3,39.06,97.4,0.901,6,0.582,34.75,-0.94,2,stressed
318,dog,giant,0.43,59.53,88.7,38.57,98.8,1.022,32,1.018,14.96,-0.93,0,resting
427,dog,large,2.44,33.39,79.4,38.39,97.6,0.973,15,1.16,2.43,-1.11,0,resting
312,cat,n/a,3.08,5.07,186.4,38.81,96.9,1.003,0,0.987,2.33,-1.19,0,resting
336,cat,n/a,0.15,7.19,154.2,38.63,97.1,1.033,5,0.984,-5.45,-1.37,0,resting
382,dog,giant,3.98,63.3,72.0,38.61,98.0,1.431,367,1.61,21.5,-0.89,1,active
476,dog,medium,7.58,15.1,121.2,38.6,99.0,1.668,519,2.068,35.6,-0.9,1,active
295,dog,giant,2.23,81.34,60.0,38.48,96.2,1.018,30,1.11,-7.34,-1.02,0,resting
72,dog,toy,4.12,2.45,110.0,38.73,95.7,1.443,461,1.726,-19.69,-0.77,1,active
366,dog,large,8.76,37.49,93.9,38.6,97.2,1.863,592,1.651,39.77,-0.9,1,active
37,cat,n/a,0.97,4.55,252.2,38.62,95.3,1.006,30,0.634,42.29,-1.38,3,anomaly
320,dog,large,0.37,38.34,95.5,38.33,97.3,1.0,5,0.845,4.46,-1.17,0,resting
53,dog,small,18.0,6.66,137.4,38.63,96.2,1.431,725,1.436,28.07,-0.57,1,active
296,dog,medium,12.36,19.84,70.0,38.53,96.4,0.988,18,0.714,-8.7,-0.67,0,resting
41,dog,giant,0.3,61.87,145.0,39.98,95.7,1.032,11,0.417,83.56,0.48,3,anomaly
122,dog,giant,8.07,74.84,155.2,38.7,95.2,1.005,20,0.632,182.69,-0.8,2,stressed
18,dog,large,1.61,30.99,88.5,40.74,98.8,1.047,16,0.473,8.83,1.24,3,anomaly
169,dog,large,3.44,34.49,65.3,38.66,98.0,1.003,49,0.938,-1.91,-0.84,0,resting
456,dog,large,5.54,45.44,157.9,38.68,97.2,0.978,0,0.406,143.98,-0.82,2,stressed
320,dog,large,0.37,38.34,99.2,38.39,97.4,1.055,11,0.789,8.47,-1.11,0,resting
205,dog,giant,1.14,84.23,84.3,38.4,97.4,0.97,0,1.164,6.0,-1.1,0,resting
473,dog,toy,5.8,2.16,109.2,38.37,97.7,1.006,50,0.878,-5.14,-1.13,0,resting
290,dog,toy,2.79,1.0,128.9,38.58,99.1,0.998,43,0.951,-1.67,-0.92,0,resting
248,cat,n/a,2.34,1.5,182.5,38.73,98.2,1.015,19,0.738,5.77,-1.27,0,resting
130,dog,medium,2.33,25.96,98.1,38.83,95.7,1.066,40,1.117,4.81,-0.67,0,resting
439,dog,large,12.38,33.01,106.7,38.41,96.2,1.6,637,1.606,27.43,-0.79,1,active
67,cat,n/a,0.68,8.72,239.7,39.04,98.1,1.011,6,0.633,21.54,-0.96,2,stressed
147,dog,large,3.59,32.67,113.9,38.39,98.3,1.31,544,1.672,34.6,-1.11,1,active
448,dog,giant,4.34,69.07,94.5,38.71,95.9,1.394,400,1.647,60.49,-0.79,1,active
467,dog,toy,6.37,3.95,133.4,38.95,93.9,1.574,458,1.855,-4.22,-0.55,1,active
351,dog,medium,2.89,19.92,150.8,38.45,95.5,1.043,8,0.443,78.11,-1.05,2,stressed
38,dog,medium,7.38,18.13,122.6,38.6,96.8,1.523,541,1.265,33.59,-0.9,1,active
414,cat,n/a,0.69,4.28,179.0,38.83,97.4,1.016,5,1.18,-3.84,-1.17,0,resting
78,dog,toy,6.93,2.93,152.8,38.46,97.6,0.994,29,0.829,-0.79,-1.04,0,resting
28,cat,n/a,1.15,4.56,232.0,39.05,98.1,1.047,17,0.342,38.74,-0.95,2,stressed
401,dog,giant,14.3,45.48,67.6,38.77,97.3,1.049,18,1.29,8.89,-0.43,0,resting
149,cat,n/a,3.43,4.41,251.6,38.94,96.9,0.986,19,0.259,41.38,-1.06,2,stressed
0,cat,n/a,9.34,5.85,169.9,38.79,95.7,0.988,12,0.78,-3.0,-1.21,0,resting
179,cat,n/a,3.44,3.86,211.2,38.89,88.4,0.998,48,0.491,21.33,-1.11,3,anomaly
454,dog,medium,1.45,10.03,146.2,38.64,97.6,1.017,708,1.757,49.2,-0.86,1,active
438,dog,giant,0.86,57.39,83.7,38.5,95.6,1.019,2,0.711,0.28,-1.0,0,resting
244,dog,large,0.39,27.52,177.3,38.72,96.4,0.934,10,0.785,96.19,-0.78,2,stressed
229,cat,n/a,1.38,1.65,196.4,39.03,98.2,1.041,17,1.058,-0.39,-0.97,0,resting
391,cat,n/a,1.68,6.28,254.3,38.95,95.5,1.029,50,0.897,55.86,-1.05,3,anomaly
157,dog,large,0.74,25.01,168.6,38.47,96.4,0.988,42,0.572,64.42,-1.03,3,anomaly
40,dog,small,4.42,8.16,120.8,38.62,98.8,1.011,12,0.996,-6.17,-0.88,0,resting
23,dog,giant,5.32,55.62,67.0,40.44,95.9,1.04,22,0.258,29.72,0.94,3,anomaly
353,cat,n/a,8.86,3.0,145.0,38.76,97.9,1.009,13,1.083,-0.61,-1.24,0,resting
100,cat,n/a,1.58,2.47,237.9,39.24,95.2,1.012,8,0.846,46.0,-0.76,2,stressed
483,cat,n/a,8.01,6.65,202.6,38.8,96.6,1.744,913,1.662,8.14,-1.2,1,active
218,dog,medium,3.34,16.38,156.6,39.97,93.7,0.998,31,0.523,82.01,0.47,3,anomaly
18,dog,large,1.61,30.99,82.2,38.47,96.6,1.019,39,1.264,1.19,-1.03,0,resting
102,cat,n/a,0.86,6.94,230.1,39.26,96.0,2.11,571,0.85,33.59,-0.74,1,active
464,dog,small,1.41,14.34,106.6,38.51,99.3,1.055,9,0.982,3.69,-0.99,0,resting
139,cat,n/a,7.11,4.54,156.3,38.75,96.2,1.092,5,0.804,-0.61,-1.25,0,resting
71,cat,n/a,5.7,7.08,180.5,39.09,95.9,1.047,17,0.987,-4.03,-0.91,0,resting
117,dog,medium,0.73,14.85,129.2,38.87,96.3,1.179,570,1.248,23.21,-0.63,1,active
248,cat,n/a,2.34,1.5,176.1,38.77,98.9,1.011,5,0.901,2.06,-1.23,0,resting
405,dog,large,0.56,30.24,69.2,38.69,95.7,1.035,0,0.722,-12.07,-0.81,0,resting
66,cat,n/a,0.15,3.26,200.5,39.01,98.4,0.995,15,0.817,1.02,-0.99,0,resting
394,cat,n/a,1.9,3.77,164.5,38.71,99.0,1.009,31,1.183,5.11,-1.29,0,resting
265,cat,n/a,9.45,6.93,260.0,38.72,94.8,0.985,95,0.568,48.48,-1.28,3,anomaly
141,dog,toy,0.51,1.0,173.7,38.25,95.3,0.972,19,0.534,4.19,-1.25,2,stressed
45,cat,n/a,3.04,5.53,172.5,39.04,99.2,1.022,35,0.693,3.35,-0.96,0,resting
355,cat,n/a,0.15,8.01,212.3,40.56,93.8,1.017,31,0.547,13.55,0.56,3,anomaly
185,dog,small,4.02,6.39,111.0,38.82,97.2,1.048,18,0.927,1.01,-0.68,0,resting
238,dog,small,4.23,6.19,138.2,38.68,95.0,1.535,721,2.041,30.18,-0.82,1,active
452,dog,large,2.09,49.83,73.5,38.68,97.5,1.038,4,1.072,5.4,-0.82,0,resting
178,cat,n/a,3.8,3.44,231.5,39.06,93.8,1.011,0,0.391,31.3,-0.94,3,anomaly
23,dog,giant,5.32,55.62,45.1,38.56,96.4,1.007,1,1.111,-12.65,-0.94,0,resting
52,dog,giant,0.28,56.31,75.9,38.3,99.0,0.997,23,0.914,13.95,-1.2,0,resting
277,cat,n/a,7.49,3.25,209.0,39.21,97.2,1.659,447,2.153,19.37,-0.79,1,active
127,dog,toy,1.14,4.08,163.7,38.86,96.2,0.992,0,0.16,13.18,-0.64,2,stressed
303,cat,n/a,1.9,3.98,211.9,38.9,95.8,1.493,613,1.473,28.45,-1.1,1,active
190,cat,n/a,6.75,5.85,200.3,39.29,97.5,1.81,467,1.748,3.52,-0.71,1,active
489,dog,medium,1.81,14.73,94.9,41.2,98.8,1.078,22,0.689,7.58,1.7,3,anomaly
454,dog,medium,1.45,10.03,93.2,38.77,96.4,1.043,26,1.028,-4.81,-0.73,0,resting
481,cat,n/a,0.32,8.24,209.0,38.71,97.8,0.982,9,0.913,5.13,-1.29,0,resting
198,cat,n/a,5.18,6.37,168.5,38.83,97.6,1.022,27,0.892,5.33,-1.17,0,resting
265,cat,n/a,9.45,6.93,176.6,38.56,97.3,1.035,9,0.749,0.88,-1.44,0,resting
221,dog,giant,0.7,68.95,86.4,38.4,98.3,1.027,10,1.113,4.76,-1.1,0,resting
453,dog,toy,0.54,1.72,160.0,38.64,96.1,0.987,10,0.177,-2.11,-0.86,2,stressed
401,dog,giant,14.3,45.48,91.1,39.02,96.8,1.347,909,1.861,46.75,-0.18,1,active
359,cat,n/a,0.86,7.6,189.4,38.69,97.7,1.039,24,1.113,-5.29,-1.31,0,resting
259,dog,medium,9.26,13.17,121.9,38.86,95.6,1.922,744,1.681,40.11,-0.64,1,active
74,dog,small,1.57,11.19,117.4,38.3,87.3,1.03,51,0.556,2.67,-1.2,3,anomaly
116,dog,toy,18.0,4.12,121.9,38.39,96.7,1.002,19,1.118,-3.86,-0.81,0,resting
59,dog,large,0.15,26.99,165.6,38.79,96.2,1.044,32,0.274,88.47,-0.71,2,stressed
182,dog,giant,3.05,71.09,153.0,38.67,98.1,1.078,14,0.402,166.32,-0.83,2,stressed
181,cat,n/a,1.8,2.94,159.7,38.68,97.6,0.971,0,1.167,0.08,-1.32,0,resting
137,dog,large,2.62,45.23,102.2,38.52,97.6,0.985,0,0.72,15.32,-0.98,0,resting
467,dog,toy,6.37,3.95,127.3,38.62,97.6,1.413,605,2.062,-8.57,-0.88,1,active
435,dog,toy,2.68,2.61,131.1,38.4,97.3,1.006,32,0.864,-1.55,-1.1,0,resting
389,cat,n/a,3.27,6.84,175.0,38.7,96.3,1.029,0,0.781,-1.94,-1.3,0,resting
346,dog,large,3.58,37.72,87.9,40.27,95.9,1.116,33,0.542,28.43,0.77,3,anomaly
239,dog,large,1.11,36.88,154.9,38.84,95.4,1.049,7,0.215,145.13,-0.66,2,stressed
415,dog,giant,0.19,57.69,73.7,38.82,96.2,1.003,37,0.848,-4.36,-0.68,0,resting
65,dog,giant,2.95,84.65,67.7,38.68,98.4,0.975,14,1.04,12.84,-0.82,0,resting
394,cat,n/a,1.9,3.77,203.1,39.22,96.9,1.234,713,1.862,29.81,-0.78,1,active
241,cat,n/a,5.32,3.44,213.3,39.18,99.3,0.978,841,1.889,22.44,-0.82,1,active
78,dog,toy,6.93,2.93,154.8,38.4,97.0,1.102,25,0.693,0.47,-1.1,0,resting
175,dog,large,1.12,31.18,103.4,38.68,97.0,2.136,605,1.735,18.53,-0.82,1,active
366,dog,large,8.76,37.49,65.6,38.48,98.3,0.978,37,1.031,-2.34,-1.02,0,resting
71,cat,n/a,5.7,7.08,200.2,38.75,99.8,1.408,573,1.619,6.49,-1.25,1,active
398,dog,small,6.97,5.95,137.8,38.24,95.5,2.068,823,1.191,18.98,-1.26,1,active
207,dog,large,0.15,39.32,105.1,38.47,90.3,1.133,30,0.617,25.61,-1.03,3,anomaly
372,dog,small,0.58,6.29,134.9,40.54,96.1,1.023,6,0.34,15.78,1.04,3,anomaly
324,cat,n/a,5.26,3.54,229.5,38.82,97.0,2.072,606,1.288,35.35,-1.18,1,active
493,cat,n/a,7.09,2.26,236.3,39.21,98.0,1.163,550,1.689,50.56,-0.79,1,active
1,cat,n/a,6.91,3.97,171.9,38.84,99.5,1.04,25,0.987,1.98,-1.16,0,resting
434,cat,n/a,6.59,7.73,213.1,39.11,96.7,1.358,785,1.72,31.58,-0.89,1,active
367,dog,giant,1.11,65.58,175.9,38.56,94.0,1.048,24,1.023,151.53,-0.94,3,anomaly
382,dog,giant,3.98,63.3,91.2,38.87,97.2,1.664,381,1.346,53.85,-0.63,1,active
461,dog,toy,4.6,4.54,139.9,38.59,96.1,1.005,40,1.364,2.78,-0.91,0,resting
448,dog,giant,4.34,69.07,84.8,39.04,95.5,1.414,532,1.521,43.89,-0.46,1,active
166,cat,n/a,5.03,6.54,224.7,39.37,96.3,1.873,698,1.126,17.21,-0.63,1,active
123,cat,n/a,4.6,1.5,237.6,41.15,93.7,1.101,27,0.831,39.94,1.15,3,anomaly
341,cat,n/a,1.18,5.92,198.9,39.26,96.7,1.79,774,1.457,10.09,-0.74,1,active
261,cat,n/a,3.53,3.0,241.5,38.61,95.9,0.996,17,0.315,46.1,-1.39,2,stressed
249,dog,toy,10.26,3.77,131.8,38.93,97.7,1.85,153,1.572,-3.92,-0.27,1,active
493,cat,n/a,7.09,2.26,148.1,38.76,94.4,1.064,3,1.016,-5.66,-1.24,0,resting
2,cat,n/a,2.7,6.75,233.4,39.22,96.2,0.991,5,0.195,40.2,-0.78,2,stressed
129,dog,giant,2.26,74.98,85.6,38.87,98.5,1.51,600,1.999,18.45,-0.63,1,active
414,cat,n/a,0.69,4.28,237.9,38.97,97.1,2.102,591,1.605,27.82,-1.03,1,active
68,dog,small,3.94,11.67,131.6,38.98,95.8,1.203,538,1.829,14.46,-0.52,1,active
179,cat,n/a,3.44,3.86,184.5,38.73,97.3,0.996,43,0.953,6.02,-1.27,0,resting
169,dog,large,3.44,34.49,167.2,38.97,96.3,1.063,24,0.354,151.41,-0.53,2,stressed
308,cat,n/a,3.62,3.39,186.2,38.58,90.2,1.026,26,0.702,17.72,-1.42,3,anomaly
120,cat,n/a,3.06,1.5,200.4,39.28,98.1,2.053,567,1.788,18.09,-0.72,1,active
283,cat,n/a,6.63,6.83,225.2,39.23,96.7,1.034,7,0.435,43.69,-0.77,2,stressed
498,cat,n/a,2.03,3.41,217.1,39.01,96.3,1.635,547,1.473,25.07,-0.99,1,active
58,cat,n/a,0.99,9.19,234.1,38.92,96.6,1.004,32,0.292,26.08,-1.08,2,stressed
282,cat,n/a,2.75,2.14,255.8,38.61,96.1,1.066,2,0.616,48.09,-1.39,3,anomaly
406,cat,n/a,4.93,1.56,176.0,38.75,97.3,1.011,35,0.716,-4.25,-1.25,0,resting
196,dog,giant,7.54,43.83,72.5,40.98,97.1,1.015,13,0.337,30.9,1.48,3,anomaly
321,cat,n/a,2.27,4.38,213.3,39.24,98.2,2.007,583,1.289,23.33,-0.76,1,active
47,dog,medium,2.22,21.03,83.3,38.59,97.3,1.045,12,1.168,-2.04,-0.91,0,resting
462,dog,small,3.1,8.69,153.8,38.68,96.8,1.067,21,0.399,41.82,-0.82,2,stressed
144,cat,n/a,1.87,2.83,142.4,38.64,97.2,1.007,9,0.691,-7.03,-1.36,0,resting
108,cat,n/a,0.44,3.92,206.8,39.13,97.8,1.405,411,1.358,-0.55,-0.87,1,active
204,dog,toy,0.15,3.17,142.3,39.05,96.4,1.353,681,1.267,9.36,-0.45,1,active
284,dog,toy,3.42,3.15,114.2,38.81,97.7,1.056,13,1.167,-0.08,-0.69,0,resting
490,dog,toy,6.36,3.09,110.6,38.42,97.5,1.049,21,0.937,-7.37,-1.08,0,resting
409,dog,toy,1.37,3.21,149.9,40.35,95.6,1.052,52,0.912,11.8,0.85,3,anomaly
305,cat,n/a,6.42,2.6,172.3,38.87,95.8,1.026,26,0.885,3.03,-1.13,0,resting
408,dog,medium,5.03,16.71,94.6,38.56,97.6,1.047,17,0.992,7.71,-0.94,0,resting
68,dog,small,3.94,11.67,130.6,38.97,93.5,1.65,533,1.353,13.59,-0.53,1,active
321,cat,n/a,2.27,4.38,167.5,39.17,98.5,1.062,17,0.979,-3.14,-0.83,0,resting
272,dog,medium,1.61,16.69,114.0,38.55,94.9,1.194,713,1.679,32.14,-0.95,1,active
240,dog,giant,12.91,61.95,60.4,38.6,98.7,1.03,0,1.091,-1.0,-0.6,0,resting
235,dog,medium,1.96,17.01,164.9,38.55,94.8,0.999,22,0.244,93.82,-0.95,2,stressed
196,dog,giant,7.54,43.83,55.7,38.56,96.9,1.023,21,1.154,0.63,-0.94,0,resting
79,dog,small,4.73,11.9,155.7,40.1,95.2,1.059,7,0.482,46.75,0.6,3,anomaly
251,cat,n/a,4.73,2.16,170.6,38.89,98.4,0.994,27,0.995,3.06,-1.11,0,resting
61,dog,large,0.76,40.57,137.0,38.68,95.1,1.063,22,0.226,34.94,-0.82,2,stressed
32,dog,small,7.54,8.19,103.0,38.78,97.3,1.024,46,0.789,-7.71,-0.72,0,resting
134,cat,n/a,3.15,4.97,238.0,39.16,96.2,1.027,28,0.414,39.26,-0.84,2,stressed
135,cat,n/a,3.19,3.62,217.7,38.99,97.5,1.327,363,1.732,26.39,-1.01,1,active
304,dog,medium,0.97,18.61,164.6,38.75,96.4,0.989,741,1.513,53.26,-0.75,1,active
306,cat,n/a,1.75,1.5,213.4,39.17,88.4,1.038,0,0.29,19.48,-0.83,3,anomaly
216,dog,small,0.26,7.01,110.9,38.46,98.3,1.016,35,1.058,6.35,-1.04,0,resting
196,dog,giant,7.54,43.83,66.5,38.89,95.4,2.001,552,2.365,19.97,-0.61,1,active
269,cat,n/a,7.53,5.1,168.2,38.8,96.7,1.054,9,0.926,-1.04,-1.2,0,resting
440,dog,medium,2.89,15.21,153.1,38.73,99.4,1.037,14,0.472,66.11,-0.77,2,stressed
90,dog,medium,1.0,24.26,114.3,38.59,97.4,0.991,1,0.836,0.36,-0.91,0,resting
57,cat,n/a,18.0,5.0,212.8,39.1,97.0,1.69,572,1.52,20.27,-0.6,1,active
401,dog,giant,14.3,45.48,65.6,38.34,96.4,1.012,13,1.164,5.65,-0.86,0,resting
54,cat,n/a,6.6,5.29,240.2,39.06,97.1,1.044,17,0.301,30.57,-0.94,2,stressed
111,cat,n/a,5.28,4.65,181.5,38.88,97.0,0.999,14,1.24,-1.04,-1.12,0,resting
252,dog,small,6.66,5.88,106.7,38.58,96.9,1.022,26,1.23,-4.75,-0.92,0,resting
28,cat,n/a,1.15,4.56,212.0,39.29,96.8,1.326,698,1.907,26.76,-0.71,1,active
460,dog,small,9.92,7.23,128.2,38.76,97.5,0.983,6,0.218,46.46,-0.74,2,stressed
8,dog,large,3.83,39.36,111.2,38.6,97.1,2.147,371,1.527,48.75,-0.9,1,active
296,dog,medium,12.36,19.84,150.2,38.57,95.6,1.029,29,0.36,95.89,-0.63,3,anomaly
248,cat,n/a,2.34,1.5,205.2,41.18,97.0,0.999,9,0.337,18.93,1.18,3,anomaly
339,dog,toy,0.69,1.62,147.2,38.97,96.5,0.953,708,1.175,-7.71,-0.53,1,active
481,cat,n/a,0.32,8.24,247.6,38.91,97.9,1.04,4,0.284,24.53,-1.09,2,stressed
80,dog,toy,1.65,3.65,148.5,39.04,96.6,1.503,723,1.461,15.37,-0.46,1,active
163,cat,n/a,2.73,1.5,179.3,38.88,95.4,1.02,0,0.99,2.83,-1.12,0,resting
74,dog,small,1.57,11.19,139.6,38.41,97.0,1.48,554,1.565,22.06,-1.09,1,active
442,dog,large,0.15,45.78,89.8,38.46,97.7,0.996,37,1.144,6.15,-1.04,0,resting
347,dog,toy,0.93,3.71,124.8,38.66,97.8,1.517,368,1.398,-24.63,-0.84,1,active
109,cat,n/a,4.12,4.67,150.9,38.5,97.4,1.005,25,0.701,-1.36,-1.5,0,resting
460,dog,small,9.92,7.23,123.6,38.81,97.1,1.392,629,1.489,41.15,-0.69,1,active
423,dog,large,2.81,37.87,71.5,38.61,100.0,1.049,37,1.241,6.7,-0.89,0,resting
61,dog,large,0.76,40.57,111.8,38.29,97.2,0.998,17,0.809,10.09,-1.21,0,resting
280,dog,toy,1.37,2.52,140.7,38.68,99.2,1.035,4,0.981,2.04,-0.82,0,resting
71,cat,n/a,5.7,7.08,187.7,38.79,96.7,1.039,20,0.881,-0.16,-1.21,0,resting
348,dog,medium,0.51,18.09,96.9,38.56,97.2,1.032,8,0.834,-6.63,-0.94,0,resting
369,dog,small,4.46,5.94,105.9,38.66,98.3,1.041,3,0.777,4.21,-0.84,0,resting
189,cat,n/a,3.77,3.34,238.3,38.86,96.6,1.038,12,0.363,41.76,-1.14,2,stressed
245,dog,giant,5.54,59.45,58.4,38.71,98.1,1.024,8,0.824,1.76,-0.79,0,resting
426,dog,large,0.45,44.14,79.9,38.57,97.7,0.989,6,1.059,-6.45,-0.93,0,resting
54,cat,n/a,6.6,5.29,189.7,38.84,96.9,1.022,12,0.777,3.12,-1.16,0,resting
248,cat,n/a,2.34,1.5,238.3,40.23,98.4,0.981,18,0.597,38.11,0.23,3,anomaly
474,cat,n/a,0.38,4.22,218.1,41.27,95.4,1.108,41,0.372,15.55,1.27,3,anomaly
166,cat,n/a,5.03,6.54,213.8,38.88,97.9,1.696,481,1.651,11.54,-1.12,1,active
51,cat,n/a,11.26,2.0,189.2,41.37,96.3,1.105,2,0.777,24.66,1.67,3,anomaly
204,dog,toy,0.15,3.17,123.1,38.31,99.4,1.024,31,1.192,-5.41,-1.19,0,resting
418,dog,giant,2.46,73.66,103.2,38.89,95.9,1.327,689,1.443,39.25,-0.61,1,active
189,cat,n/a,3.77,3.34,206.6,38.9,89.8,1.122,56,0.682,22.9,-1.1,3,anomaly
157,dog,large,0.74,25.01,160.8,38.76,99.3,1.025,16,0.644,56.8,-0.74,3,anomaly
393,dog,large,0.19,41.78,94.1,38.26,97.7,0.986,33,1.096,1.28,-1.24,0,resting
147,dog,large,3.59,32.67,149.6,38.93,94.3,1.027,14,0.4,76.77,-0.57,2,stressed
267,dog,large,3.98,33.16,85.5,38.56,97.9,1.005,34,0.737,2.78,-0.94,0,resting
495,dog,giant,11.63,55.77,137.9,38.37,96.5,1.083,0,0.678,157.14,-0.83,2,stressed
449,cat,n/a,5.7,7.17,171.4,38.62,97.4,0.98,12,0.929,-2.71,-1.38,0,resting
305,cat,n/a,6.42,2.6,237.3,38.98,96.6,1.014,0,0.585,41.87,-1.02,2,stressed
389,cat,n/a,3.27,6.84,221.7,41.12,96.0,1.038,19,0.577,24.29,1.12,3,anomaly
189,cat,n/a,3.77,3.34,220.4,38.88,98.4,1.859,436,1.28,31.1,-1.12,1,active
101,cat,n/a,0.8,8.78,210.6,39.09,98.0,1.772,629,1.41,22.36,-0.91,1,active
326,dog,medium,0.44,32.23,148.5,40.1,95.1,1.062,12,0.575,50.04,0.6,3,anomaly
330,dog,toy,0.75,4.18,146.1,40.27,98.0,1.034,28,0.411,14.81,0.77,3,anomaly
339,dog,toy,0.69,1.62,161.6,38.4,98.2,1.049,18,1.104,1.32,-1.1,0,resting
132,dog,small,0.23,11.61,164.5,38.79,97.9,1.042,25,0.533,54.23,-0.71,2,stressed
58,cat,n/a,0.99,9.19,188.2,39.05,97.3,1.051,18,0.885,1.36,-0.95,0,resting
106,dog,large,4.98,27.14,86.9,38.29,91.2,1.042,13,0.508,40.8,-1.21,3,anomaly
276,cat,n/a,5.43,3.95,202.0,38.63,97.3,2.054,400,1.3,16.12,-1.37,1,active
497,cat,n/a,6.48,5.26,175.2,38.87,98.3,1.069,39,1.383,4.81,-1.13,0,resting
168,dog,giant,9.31,77.19,148.7,38.63,97.8,1.006,8,0.193,191.08,-0.87,2,stressed
62,dog,giant,5.41,63.03,77.1,38.45,95.5,1.043,27,0.931,1.18,-1.05,0,resting
190,cat,n/a,6.75,5.85,215.6,40.07,95.4,1.071,23,0.219,11.41,0.07,3,anomaly
172,dog,toy,2.26,2.43,125.7,38.5,97.3,1.006,30,1.071,10.43,-1.0,0,resting
244,dog,large,0.39,27.52,115.0,38.54,87.1,1.066,27,0.453,27.32,-0.96,3,anomaly
130,dog,medium,2.33,25.96,126.8,38.73,98.2,1.845,714,1.377,35.44,-0.77,1,active
226,dog,giant,18.0,62.54,54.7,38.55,96.3,0.974,19,1.443,-11.41,-0.65,0,resting
81,cat,n/a,0.26,4.68,244.3,39.11,94.3,0.997,20,0.34,19.44,-0.89,3,anomaly
253,dog,medium,3.59,29.67,121.0,38.57,96.7,1.506,689,1.845,29.97,-0.93,1,active
131,cat,n/a,0.15,1.5,183.7,38.79,98.8,1.036,0,1.219,2.69,-1.21,0,resting
447,dog,medium,0.3,11.56,160.5,39.86,94.2,0.946,25,0.5,66.49,0.36,3,anomaly
72,dog,toy,4.12,2.45,138.8,38.87,97.0,1.506,711,1.24,1.31,-0.63,1,active
495,dog,giant,11.63,55.77,61.1,38.61,96.1,1.259,778,1.555,13.9,-0.59,1,active
19,dog,medium,16.91,23.01,104.7,40.25,98.5,1.02,63,0.431,16.47,1.05,3,anomaly
378,cat,n/a,3.81,4.51,171.2,38.83,98.8,1.025,0,1.184,-0.08,-1.17,0,resting
83,dog,giant,10.38,77.31,49.0,38.5,97.6,1.014,27,1.012,-17.58,-0.7,0,resting
436,dog,toy,1.37,2.87,164.7,38.72,97.1,1.341,374,2.123,11.19,-0.78,1,active
353,cat,n/a,8.86,3.0,146.0,38.93,96.4,0.975,24,1.007,0.05,-1.07,0,resting
289,cat,n/a,2.63,3.49,213.4,39.31,96.7,1.758,879,1.546,16.88,-0.69,1,active
313,cat,n/a,3.89,1.83,229.7,38.82,96.8,1.032,14,0.371,26.1,-1.18,2,stressed
441,cat,n/a,1.26,3.37,232.1,39.0,95.7,1.007,0,0.345,48.36,-1.0,2,stressed
309,cat,n/a,1.27,5.19,205.7,38.57,98.9,0.992,14,1.067,-1.84,-1.43,0,resting
486,dog,medium,1.2,30.74,107.2,38.46,97.8,1.085,23,0.826,-0.83,-1.04,0,resting
449,cat,n/a,5.7,7.17,217.0,38.75,96.7,1.587,610,1.642,23.18,-1.25,1,active
154,cat,n/a,5.78,4.77,207.8,38.91,97.2,0.923,625,1.236,35.3,-1.09,1,active
192,cat,n/a,2.58,5.61,202.9,38.87,96.9,1.41,870,1.479,28.43,-1.13,1,active
150,cat,n/a,0.96,3.97,217.8,38.74,95.1,1.821,885,1.621,10.09,-1.26,1,active
84,dog,small,6.66,5.31,160.4,38.84,98.3,1.035,12,0.551,48.08,-0.66,2,stressed
14,dog,large,4.01,31.41,110.7,39.1,96.6,1.894,339,1.688,50.16,-0.4,1,active
249,dog,toy,10.26,3.77,159.2,38.47,95.9,1.036,6,0.244,16.05,-0.73,2,stressed
272,dog,medium,1.61,16.69,102.0,38.15,97.8,1.027,17,0.867,18.13,-1.35,0,resting
394,cat,n/a,1.9,3.77,198.0,38.98,97.7,1.723,569,1.606,26.57,-1.02,1,active
8,dog,large,3.83,39.36,104.8,38.72,94.5,1.47,287,1.852,40.21,-0.78,1,active
269,cat,n/a,7.53,5.1,223.5,38.88,96.1,1.408,421,1.596,31.51,-1.12,1,active
298,dog,large,4.58,35.04,99.9,38.53,98.5,1.541,768,1.602,31.78,-0.97,1,active
200,dog,medium,0.33,19.18,146.3,38.89,100.0,1.098,603,1.229,24.55,-0.61,1,active
83,dog,giant,10.38,77.31,141.9,39.1,97.0,0.993,22,0.44,138.6,-0.1,2,stressed
485,cat,n/a,8.81,4.22,200.1,41.12,95.1,1.041,2,0.0,14.98,1.12,3,anomaly
20,cat,n/a,6.97,3.11,178.8,38.86,99.5,1.018,31,1.135,5.5,-1.14,0,resting
88,dog,giant,7.12,52.0,81.6,38.55,95.5,2.148,549,1.386,39.31,-0.95,1,active
